winery,wine,year,rating,num_review,region,price,type,grapes,region_map,region_map2
Ladairo,Mencía - Arauxa 2021,2021,3.7,41,España / Galicia / Monterrei,7.60,Otro,"Tempranillo, Mencia",Galicia,Galicia
4 Kilos Vinícola,4 Kilos 2012,2012,4.0,375,España / Islas Baleares / Mallorca,30.09,Otro,100 % de Callet,Islas Baleares,Islas Baleares
Aizpurua.B,Aialle 2019,2019,4.0,58,España / País Vasco / Getariako Txakolina,11.95,Vino blanco,Hondarrabi Zuri,País Vasco,País Vasco
Cantalapiedra Viticultores,Arenisca 2020,2020,4.0,34,España / Castilla y León / Toro,12.90,Vino tinto,Tinta de toro,Castilla y León,Castilla y León
Jordi Oliver Conti,De Cap a Peus 2019,2019,3.7,40,Empordà,8.95,Vino blanco,"Macabeo, Garnacha Blanca",Empordà,Empordà
Viña Ijalba,Maturana Tinta 2017,2017,4.1,51,España / Rioja,18.90,Vino tinto,Maturana Tinta,Rioja,Rioja
Llopart,Cava Integral Brut Nature 2018,2018,3.8,45,España / Cava,13.95,Vino espumoso,"Parellada, Chardonnay, Xarel-lo",Cava,Cava
Els Vinyerons,Lluerna Xarel-lo 2021,2021,3.7,79,España / Cataluña / Penedès,8.65,Vino blanco,100 % de Xarel-lo,Cataluña,Cataluña
Borsao Bodegas,Berola 2014,2014,3.9,1170,España / Aragón / Campo de Borja,11.95,Vino tinto,"70 % de Grenache, 20 % de Shiraz/Syrah, 10 % de Cabernet Sauvignon",Aragón,Aragón
Campillo,Finca Cuesta Clara Raro Reserva 2011,2011,4.3,200,España / Rioja,38.20,Vino tinto,100 % de Tempranillo,Rioja,Rioja
Cérvoles,Colors Blanc 2019,2019,3.6,140,España / Cataluña / Costers del Segre,8.45,Vino blanco,"Petit Manseng, Albariño, Chardonnay",Cataluña,Cataluña
Toro Albalá,Don PX Pedro Ximenez 1999,1999,4.3,81,España / Andalucía / Montilla-Moriles,45.50,Vino fortificado,100 % de Pedro Ximenez,Andalucía,Andalucía
VallDolina,Cava Tutusaus Gran Reserva Brut Nature 2017,2017,3.8,96,España / Cava,11.50,Vino espumoso,100 % de Macabeo,Cava,Cava
Fariña,Crianza 2017,2017,3.7,38,España / Castilla y León / Toro,15.20,Vino tinto,Tinta de toro,Castilla y León,Castilla y León
Basilio Izquierdo,B de Basilio Blanco 2011,2011,3.9,35,España / Rioja,51.88,Vino blanco,"Viura, Garnacha Blanca",Rioja,Rioja
Torre de Barreda,Syrah 2015,2015,3.6,25,España / Castilla,6.50,Vino tinto,100 % de Shiraz/Syrah,Castilla,Castilla
Amastros,Crianza 2017,2017,3.5,76,España / Rioja,13.95,Vino tinto,100 % de Tempranillo,Rioja,Rioja
Ramón do Casar,Blanco 2021,2021,4.0,40,España / Galicia / Ribeiro,11.25,Vino blanco,"Godello, Albariño, Treixadura",Galicia,Galicia
Proyecto Garnachas de España,La Garnacha Olvidada de Aragón 2017,2017,3.8,467,España / Aragón,10.60,Vino tinto,100 % de Garnacha,Aragón,Aragón
Equipo Navazos,Ovni Palomino Fino 2018,2018,3.3,136,España / Andalucía / Montilla-Moriles,13.20,Vino blanco,100 % de Palomino,Andalucía,Andalucía
Noelia Bebelia,Albariño 2019,2019,4.3,170,España / Galicia / Rías Baixas,12.90,Vino blanco,100 % de Albariño,Galicia,Galicia
Miquel Pons,77 Veremes Xarel-lo Fermentat en Barrica 2019,2019,3.8,27,España / Cataluña / Penedès,9.90,Vino blanco,100 % de Xarel-lo,Cataluña,Cataluña
Mas d'en Gil,Vi de Villa Bellmunt Priorat Tinto 2017,2017,4.0,388,España / Cataluña / Priorato,17.50,Vino tinto,"Grenache, Cariñena, Cabernet Sauvignon",Cataluña,Cataluña
Gran Feudo,Rosado 2021,2021,3.4,97,España / Navarra,3.69,Vino rosado,Garnacha Tinta,Navarra,Navarra
Viñas del Vero,Blecua Somontano 2004,2004,4.4,90,España / Aragón / Somontano,73.90,Vino tinto,"Tempranillo, Cabernet Sauvignon",Aragón,Aragón
Marqués de Riscal,Rioja Reserva 1964,1964,4.3,29,España / Rioja,80,Vino tinto,100 % de Tempranillo,Rioja,Rioja
Hacienda Zorita Natural Reserve,Abascal Vineyard Crianza 2018,2018,3.6,68,España / Castilla y León / Ribera del Duero,10.50,Vino tinto,100 % de Tempranillo,Castilla y León,Castilla y León
Enate,Chardonnay Fermentado en Barrica 2019,2019,4.3,749,España / Aragón / Somontano,16.90,Vino blanco,100 % de Chardonnay,Aragón,Aragón
Divina Proporción,Madremía 2018,2018,3.8,734,España / Castilla y León / Toro,9.68,Vino tinto,100 % de Tinta de toro,Castilla y León,Castilla y León
Rotllan Torra,Crianza 2014,2014,3.7,65,España / Cataluña / Priorato,8.98,Vino tinto,"Cabernet Sauvignon, Mazuelo, Garnacha",Cataluña,Cataluña
Matsu,El Picaro 2018,2018,3.9,4702,España / Castilla y León / Toro,8.15,Vino tinto,100 % de Tinta de toro,Castilla y León,Castilla y León
Bodega Tandem,Ars memoria 2012,2012,4.1,53,España / Navarra,33.90,Vino tinto,100 % de Cabernet Sauvignon,Navarra,Navarra
Casa Aurora,Clos Pepin 2019,2019,3.7,28,España / Castilla y León / Bierzo,10.90,Vino tinto,"Palomino, Garnacha, Garnacha Tinta, Trousseau, Mencia",Castilla y León,Castilla y León
Abadía Retuerta,Pago Valdebellón 2015,2015,4.3,599,España / Castilla y León / Sardón de Duero,63.95,Otro,100 % de Cabernet Sauvignon,Castilla y León,Castilla y León
Imperial,Rioja Reserva 1982,1982,4.3,42,España / Rioja,56.60,Vino tinto,100 % de Tempranillo,Rioja,Rioja
Tobelos,Blanco 2014,2014,3.7,51,España / Rioja,9,Vino blanco,"Sauvignon Blanc, Viura, Garnacha Blanca",Rioja,Rioja
Telmo Rodriguez,Pegaso Zeta 2016,2016,3.8,140,España / Castilla y León,13.25,Vino tinto,100 % de Garnacha,Castilla y León,Castilla y León
Enrique Mendoza,Estrecho Monastrell 2016,2016,3.9,341,España / Valencia / Alicante,18.90,Vino tinto,100 % de Monastrell,Valencia,Valencia
Vega Sicilia,Valbuena 5º 1985,1985,4.6,148,España / Castilla y León / Ribera del Duero,285,Vino tinto,"Tinto Fino, Merlot",Castilla y León,Castilla y León
Can Majoral,Butibalausi Rosat 2019,2019,3.8,48,España / Islas Baleares / Mallorca / Plà i Llevant,8.05,Vino rosado,"Shiraz/Syrah, Tempranillo, Callet",Islas Baleares,Islas Baleares
Bienbebido,Come Pulpo y Bebe Vino 2017,2017,3.4,172,España / Vino de España,5.90,Otro,100 % de Albariño,Vino de España,Vino de España
Enrique Mendoza,Las Quebradas Monastrell 2018,2018,4.0,262,España / Valencia / Alicante,21.75,Vino tinto,100 % de Monastrell,Valencia,Valencia
Sierra de Toloño,Raposo Villabuena de Álava Tempranillo 2017,2017,3.8,142,España / Rioja,19.90,Vino tinto,100 % de Tempranillo,Rioja,Rioja
Celler Mas Pòlit,Terra Indika 2019,2019,3.7,30,España / Cataluña / Empordà,6.88,Vino tinto,"Shiraz/Syrah, Cabernet Sauvignon, Grenache, Monastrell, Moscatel",Cataluña,Cataluña
Camino del Puerto,Verdejo 2020,2020,3.8,29,España / Castilla y León / Rueda,5.51,Vino blanco,100 % de Verdejo,Castilla y León,Castilla y León
Sant Josep,Llàgrimes de Tardor Garnatxa Blanca 2018,2018,4.0,91,España / Cataluña / Terra Alta,9.95,Vino blanco,Garnacha Blanca,Cataluña,Cataluña
Abadía Retuerta,Selección Especial 2016,2016,4.3,7576,España / Castilla y León / Sardón de Duero,24.75,Vino tinto,100 % de Tempranillo,Castilla y León,Castilla y León
Muga,Muga Rosado 2017,2017,3.7,905,España / Rioja,8.10,Vino rosado,100 % de Tempranillo,Rioja,Rioja
Atlan & Artisan,Epistem No. 3 2016,2016,4.3,64,España / Murcia / Yecla,18.90,Vino tinto,"55 % de Monastrell, 25 % de Garnacha Tintorera, 20 % de Shiraz/Syrah",Murcia,Murcia
Finca Villacreces,Pruno Ribera del Duero 2020,2020,3.7,168,España / Castilla y León / Ribera del Duero,10.90,Vino tinto,"90 % de Tempranillo, 10 % de Cabernet Sauvignon",Castilla y León,Castilla y León
El Angosto,La Tribuna 2019,2019,3.5,117,España / Valencia,5.65,Vino tinto,"Shiraz/Syrah, Monastrell, Garnacha",Valencia,Valencia
Monasterio de Las Vinas,Gran Reserva 2012,2012,3.7,165,España / Aragón / Cariñena,7.95,Vino tinto,"Tempranillo, Cariñena, Garnacha",Aragón,Aragón
Ramón Bilbao,Lalomba Finca Ladero 2016,2016,4.3,53,España / Rioja,61.65,Vino tinto,"80 % de Tempranillo, 20 % de Garnacha",Rioja,Rioja
Bodegas Mauro,VS 2019,2019,4.5,35,España / Castilla y León,55.90,Otro,100 % de Tempranillo,Castilla y León,Castilla y León
Marqués de Murrieta,Reserva Especial Rioja 1991,1991,4.0,74,España / Rioja,70,Vino tinto,100 % de Tempranillo,Rioja,Rioja
Lavia,Monastrell - Syrah 2013,2013,3.7,94,España / Murcia / Bullas,11.45,Vino tinto,"Shiraz/Syrah, Monastrell",Murcia,Murcia
Paco & Lola,Vintage Albariño 2016,2016,4.2,68,España / Galicia / Rías Baixas,19,Vino blanco,100 % de Albariño,Galicia,Galicia
Tianna Negre,Tianna Bocchoris Negre 2017,2017,4.0,299,España / Islas Baleares / Mallorca / Binissalem-Mallorca,14.45,Vino tinto,"52 % de Manto Negro, 20 % de Shiraz/Syrah, 16 % de Merlot, 12 % de Callet",Islas Baleares,Islas Baleares
Vivanco,Parcelas de Graciano Colección Rioja 2015,2015,4.2,73,España / Rioja,43.50,Otro,100 % de Graciano,Rioja,Rioja
Abel Mendoza Monge,Viura 2019,2019,4.0,31,España / Rioja,25.90,Vino blanco,100 % de Viura,Rioja,Rioja
Clos Galena,Crossos 2016,2016,3.7,165,España / Cataluña / Tarragona / Montsant,8.60,Vino tinto,"Shiraz/Syrah, Cabernet Sauvignon, Cariñena, Garnacha",Cataluña,Cataluña
Bodegas Celler Francisco Castillo - Clos Dominic,Vinyes Altes Porrera 2007,2007,4.5,26,España / Cataluña / Priorato,69,Vino tinto,"Garnacha, Cariñena",Cataluña,Cataluña
Martinet,Els Escurçons 2017,2017,4.4,98,España / Cataluña / Priorato,75.50,Vino tinto,100 % de Garnacha,Cataluña,Cataluña
Mas Foraster,Josep Foraster Criança 2019,2019,3.6,32,España / Cataluña / Conca de Barberà,10.35,Vino tinto,"Shiraz/Syrah, Cabernet Sauvignon, Tempranillo, Trepat",Cataluña,Cataluña
Marina Alta,Gran Selección Blanco 2021,2021,3.9,397,España / Valencia / Alicante,5.10,Vino blanco,100 % de Moscatel de Alejandría,Valencia,Valencia
Pago de Vallegarcía,Vallegarcia Viognier 2018,2018,4.1,269,España / Castilla,20.85,Vino blanco,100 % de Viognier,Castilla,Castilla
Matarromera,Crianza 2017,2017,4.2,1264,España / Castilla y León / Ribera del Duero,18.90,Vino tinto,100 % de Tempranillo,Castilla y León,Castilla y León
Recaredo,Terrers Brut Nature Gran Reserva 2014,2014,4.1,450,España / Cataluña / Penedès,52.90,Vino espumoso,"Macabeo, Parellada",Cataluña,Cataluña
Estefanía,Tilenus La Florida Bierzo 2018,2018,3.7,71,España / Castilla y León / Bierzo,11.30,Vino tinto,100 % de Mencia,Castilla y León,Castilla y León
Torre de Oña,Barón de Oña Rioja Reserva 2004,2004,3.9,28,España / Rioja,16,Otro,100 % de Tempranillo,Rioja,Rioja
Pujanza,Hado 2014,2014,3.7,289,España / Rioja,10.95,Vino tinto,100 % de Tempranillo,Rioja,Rioja
Acustic Celler,Acústic Blanc 2018,2018,3.9,138,España / Cataluña / Tarragona / Montsant,13.10,Vino blanco,100 % de Garnacha Blanca,Cataluña,Cataluña
Mesta,Tempranillo Rosé 2021,2021,3.4,34,España / Castilla / Uclés,5.95,Vino rosado,100 % de Tempranillo,Castilla,Castilla
Can Ràfols dels Caus,Petit Caus Blanc 2020,2020,3.4,26,España / Cataluña,7.90,Vino blanco,100 % de Xarel-lo,Cataluña,Cataluña
Artadi,Viñas de Gain 2017,2017,4.0,1418,España / Vino de España,20.95,Otro,100 % de Tempranillo,Vino de España,Vino de España
AT Roca,Costers de Cornudella 2019,2019,3.9,49,España / Cataluña / Tarragona / Montsant,17,Otro,100 % de Garnacha,Cataluña,Cataluña
Altos de Rioja,Altos R Reserva 2016,2016,3.9,78,España / Rioja,15.90,Vino tinto,100 % de Tempranillo,Rioja,Rioja
Castell Miquel,Stairway To Heaven Sauvignon Blanc 2018,2018,4.1,120,España / Islas Baleares / Mallorca,8.75,Vino blanco,100 % de Sauvignon Blanc,Islas Baleares,Islas Baleares
Celler Masroig,Pinyeres Vi Negre 2015,2015,3.6,99,España / Cataluña / Tarragona / Montsant,8.60,Vino tinto,"85 % de Garnacha, 15 % de Cariñena",Cataluña,Cataluña
Can Ràfols dels Caus,Caus Lubis 2003,2003,4.1,82,España / Cataluña / Penedès,45,Vino tinto,Merlot,Cataluña,Cataluña
Toro Albalá,Don PX Convento Selección 1931,1931,4.7,148,España / Andalucía / Montilla-Moriles,290,Otro,100 % de Pedro Ximenez,Andalucía,Andalucía
Pere Seda,Gvivm Merlot - Callet 2016,2016,4.0,40,España / Islas Baleares / Mallorca / Plà i Llevant,17.97,Vino tinto,"Merlot, Callet",Islas Baleares,Islas Baleares
Remelluri,Rioja Blanco 2016,2016,4.3,243,España / Rioja,60.25,Vino blanco,100 % de Garnacha Blanca,Rioja,Rioja
Mestres,Damiana Gran Reserva Brut Nature 2004,2004,4.3,93,España / Cava,50.66,Vino espumoso,"Macabeo, Parellada",Cava,Cava
Bodega Elias Mora,Toro 2018,2018,3.9,492,España / Castilla y León / Toro,9.80,Vino tinto,100 % de Tinta de toro,Castilla y León,Castilla y León
Viñas del Vero,Roble Cabernet Sauvignon - Merlot Somontano 2019,2019,3.5,609,España / Aragón / Somontano,4.74,Vino tinto,"Merlot, Cabernet Sauvignon",Aragón,Aragón
Proelio,Viñedos Viejos Garnacha 2018,2018,4.0,44,España / Rioja,13.90,Vino tinto,100 % de Garnacha,Rioja,Rioja
Pittacum,La Prohibición Garnacha Tintorera 2017,2017,4.1,74,España / Castilla y León,29.25,Vino tinto,100 % de Garnacha Tintorera,Castilla y León,Castilla y León
Remírez de Ganuza,Rioja Reserva Fincas de Ganuza 2014,2014,4.2,715,España / Rioja,33.99,Vino tinto,100 % de Tempranillo,Rioja,Rioja
David Moreno,Vado de la Reina Cepas Viejas 2017,2017,4.4,51,España / Rioja,29.95,Vino tinto,100 % de Garnacha,Rioja,Rioja
Bodegas Mauro,Terreus Paraje de Cueva Baja 2015,2015,4.6,324,España / Castilla y León,94.95,Vino tinto,100 % de Tempranillo,Castilla y León,Castilla y León
Álvaro Palacios,Finca Dofí 2016,2016,4.4,678,España / Cataluña / Priorato,175,Vino tinto,100 % de Grenache,Cataluña,Cataluña
Bodega Elias Mora,Toro Gran Elías Mora 2007,2007,4.2,62,España / Castilla y León / Toro,33.45,Vino tinto,100 % de Tempranillo,Castilla y León,Castilla y León
Bodegas Faustino,I Gran Reserva 1982,1982,4.3,302,España / Rioja,80,Vino tinto,100 % de Tempranillo,Rioja,Rioja
Viñedos Verticales,Magnético 2019,2019,3.8,48,España / Andalucía / Sierras de Málaga,17.90,Vino tinto,100 % de Garnacha,Andalucía,Andalucía
Marques de Vitoria,Rioja Gran Reserva 2011,2011,3.9,349,España / Rioja,21.01,Vino tinto,100 % de Tempranillo,Rioja,Rioja
Albet i Noya,El Fanio Xarel-lo Penedès 2018,2018,3.9,278,España / Cataluña / Penedès,13.50,Vino blanco,100 % de Xarel-lo,Cataluña,Cataluña
Muga,Reserva 2012,2012,4.0,4945,España / Rioja,19.99,Vino tinto,"70 % de Tempranillo, 20 % de Grenache, 7 % de Mazuelo, 3 % de Graciano",Rioja,Rioja
Izadi,Crianza 2018,2018,3.9,790,España / Rioja,8.89,Vino tinto,100 % de Tempranillo,Rioja,Rioja
Más Que Vinos,Ercavio Selección Limitada 2014,2014,3.7,77,España / Castilla,11.62,Otro,100 % de Tempranillo,Castilla,Castilla
Buil & Giné,Pleret 2010,2010,4.2,104,España / Cataluña / Priorato,55.50,Otro,"Cariñena, Shiraz/Syrah, Cabernet Sauvignon, Grenache, Merlot",Cataluña,Cataluña
Vega Real,Verdejo Rueda 2016,2016,3.7,49,España / Castilla y León / Rueda,6.60,Vino blanco,100 % de Verdejo,Castilla y León,Castilla y León
4 Monos,Cien Lanzas Cenicientos 2019,2019,3.9,47,España / Madrid,20.50,Vino tinto,100 % de Garnacha,Madrid,Madrid
Alión,Ribera del Duero 2007,2007,4.4,2071,España / Castilla y León / Ribera del Duero,130.68,Vino tinto,100 % de Tempranillo,Castilla y León,Castilla y León
Celler Credo,Estrany Xarel-lo 2014,2014,3.5,35,España / Cataluña / Penedès,26.95,Otro,100 % de Xarel-lo,Cataluña,Cataluña
Bodegas Ateca,Atteca Armas Garnacha Old Vines 2019,2019,4.4,44,España / Aragón / Calatayud,29.99,Vino tinto,100 % de Grenache,Aragón,Aragón
Emilio Moro,El Zarzal Godello 2019,2019,4.0,613,España / Castilla y León / Bierzo,12.95,Vino blanco,100 % de Godello,Castilla y León,Castilla y León
Tridente,Tempranillo 2017,2017,4.0,504,España / Castilla y León,11.95,Vino tinto,100 % de Tempranillo,Castilla y León,Castilla y León
Bodegas Amaren,Graciano 2009,2009,4.2,30,España / Rioja,68,Vino tinto,Graciano,Rioja,Rioja
AT Roca,Cantallops Xarel-lo 2019,2019,4.1,97,España / Cataluña / Penedès,18,Vino blanco,100 % de Xarel-lo,Cataluña,Cataluña
Viña Olabarri,Gran Reserva 2011,2011,4.0,130,España / Rioja,15.50,Vino tinto,100 % de Tempranillo,Rioja,Rioja
Tinto Pesquera,Reserva 1986,1986,4.4,31,España / Castilla y León / Ribera del Duero,70.88,Vino tinto,100 % de Tempranillo,Castilla y León,Castilla y León
Patrocinio,Zinio Garnacha 2017,2017,3.5,42,España / Rioja / Rioja Alta,5.75,Vino tinto,100 % de Garnacha,Rioja,Rioja
Can Axartell,Corum 2018,2018,4.0,43,España / Islas Baleares / Mallorca,19.10,Vino blanco,Malvasia,Islas Baleares,Islas Baleares
Enrique Mendoza,Las Quebradas Monastrell 2011,2011,4.2,119,España / Valencia / Alicante,21.75,Vino tinto,100 % de Monastrell,Valencia,Valencia
Contino,Rioja Graciano 2016,2016,4.3,184,España / Rioja,64.75,Otro,100 % de Graciano,Rioja,Rioja
Castillo de Monjardin,Old Vines (La Cantera) Garnacha 2019,2019,3.6,94,España / Navarra,5.44,Vino tinto,100 % de Grenache,Navarra,Navarra
Oxer Wines,Marko Skin 2020,2020,4.1,27,España / País Vasco,22.95,Vino blanco,Hondarrabi Zuri,País Vasco,País Vasco
Ossian,Capitel 2015,2015,4.4,227,España / Castilla y León,62.92,Vino blanco,100 % de Verdejo,Castilla y León,Castilla y León
Campillo,Finca Cuesta Clara Raro Reserva 2015,2015,4.3,262,España / Rioja,38.20,Otro,100 % de Tempranillo,Rioja,Rioja
Codorníu,Gran Plus Ultra Pinot Noir Brut 2016,2016,4.1,38,España / Cava,14.95,Vino espumoso,Pinot Noir,Cava,Cava
Martin Berdugo,Barrica 2015,2015,3.6,192,España / Castilla y León / Ribera del Duero,7.90,Vino tinto,100 % de Tempranillo,Castilla y León,Castilla y León
Terra Remota,Caminante 2020,2020,3.9,65,España / Cataluña / Empordà,17.90,Vino blanco,100 % de Garnacha Blanca,Cataluña,Cataluña
Pinord,Vaquos Crianza 2016,2016,3.6,118,España / Castilla y León / Ribera del Duero,13.35,Otro,100 % de Tempranillo,Castilla y León,Castilla y León
Inurrieta,Puro Vicio 2014,2014,4.2,30,España / Navarra,25.35,Vino tinto,100 % de Shiraz/Syrah,Navarra,Navarra
Orto Vins,Orto Tinto 2016,2016,3.7,167,España / Cataluña / Tarragona / Montsant,20.95,Vino tinto,100 % de Cariñena,Cataluña,Cataluña
Avior,Reserva 2015,2015,3.8,301,España / Rioja / Rioja Alta,14.95,Vino tinto,100 % de Tempranillo,Rioja,Rioja
Bodega Elias Mora,Toro 2016,2016,3.9,664,España / Castilla y León / Toro,9.80,Vino tinto,100 % de Tinta de toro,Castilla y León,Castilla y León
Bodegas Roda,Cirsion Rioja 2012,2012,4.6,233,España / Rioja,149.90,Vino tinto,100 % de Tempranillo,Rioja,Rioja
Pinna Fidelis,Ribera del Duero Roble 2020,2020,3.8,41,España / Castilla y León / Ribera del Duero,7.48,Vino tinto,100 % de Tinta del Pais,Castilla y León,Castilla y León
Losada,Godello 2021,2021,4.1,102,España / Castilla y León / Bierzo,12.90,Otro,100 % de Godello,Castilla y León,Castilla y León
Navajas,Rioja Crianza Tinto 2017,2017,3.8,457,España / Rioja,6.41,Vino tinto,"Tempranillo, Mazuelo, Garnacha Tinta",Rioja,Rioja
Legaris,Ribera del Duero Crianza 2018,2018,3.9,748,España / Castilla y León / Ribera del Duero,15.62,Vino tinto,"90 % de Tempranillo, 10 % de Cabernet Sauvignon",Castilla y León,Castilla y León
Bodegas Paco Mulero,Prisma Verdejo 2020,2020,3.8,47,España / Castilla y León / Rueda,5.50,Vino blanco,100 % de Verdejo,Castilla y León,Castilla y León
Vinos Sanz,Verdejo 2010,2010,3.4,204,España / Castilla y León / Rueda,8.25,Otro,100 % de Verdejo,Castilla y León,Castilla y León
Luzon,Por Tí 2012,2012,4.2,215,España / Murcia / Jumilla,22.90,Vino tinto,"80 % de Monastrell, 20 % de Cabernet Sauvignon",Murcia,Murcia
Chivite,Navarra Coleccion 125 Blanco 2018,2018,4.4,178,España / Navarra,52.21,Vino blanco,100 % de Chardonnay,Navarra,Navarra
Pazo de Villarei,Abadia do Seixo Rias Baixas Albariño 2021,2021,3.8,47,España / Galicia / Rías Baixas,7.50,Vino blanco,100 % de Albariño,Galicia,Galicia
Mar de Envero,Blanco Lias 2018,2018,3.8,47,España / Galicia / Rías Baixas,17.50,Vino blanco,100 % de Albariño,Galicia,Galicia
Cellers d'en Guilla,Rec de Brau 2016,2016,3.3,33,España / Cataluña / Empordà,6.93,Vino tinto,"Cariñena, Grenache",Cataluña,Cataluña
Habla,No. 19 2015,2015,4.2,289,España / Extremadura,59.77,Vino tinto,100 % de Tempranillo,Extremadura,Extremadura
Bodegas Verdeal,Ayre Verdejo 2019,2019,3.6,65,España / Castilla y León / Rueda,7.99,Vino blanco,100 % de Verdejo,Castilla y León,Castilla y León
Breca,Brega Garnacha 2018,2018,4.2,25,España / Aragón / Calatayud,28.85,Vino tinto,100 % de Grenache,Aragón,Aragón
La Maldita,Revolution Garnacha 2019,2019,4.0,63,España / Rioja,10.50,Vino tinto,100 % de Garnacha,Rioja,Rioja
Jeromin,Grego Garnacha Centenaria 2018,2018,3.4,49,España / Madrid,7.75,Vino tinto,100 % de Garnacha,Madrid,Madrid
